"","C9","I9","C11","I11","C16","I16"
"MSTRG.32407",24.828657,27.298203,26.818176,30.439547,14.961397,20.669956
"MSTRG.32408",209.760956,259.948914,208.907974,209.882721,220.023438,240.456024
"MSTRG.32409",5.876728,9.047439,3.548367,4.323223,5.41012,6.434116
"MSTRG.3241",45.56131,60.31917,45.415055,46.737731,38.917727,38.847622
"MSTRG.32410",7.290541,7.793658,6.114873,4.933425,4.400307,3.829399
"MSTRG.32411",24.745741,26.016562,30.619503,31.380987,23.632162,23.323286
"MSTRG.32412",232.564117,255.363944,245.64733,251.969929,274.371114,287.943052
"MSTRG.32413",14.323952,15.20363,12.244102,13.887474,15.247158,17.120694
"MSTRG.32414",832.563538,867.452209,900.88916,903.539307,725.822937,731.943359
"MSTRG.32415",0,0,0,0,0,0
"MSTRG.32416",0,0,0,0,0,0
"MSTRG.32417",0,0,0,0,0,0
"MSTRG.32418",22.121242,18.356354,22.158019,33.70184,30.963215,38.049442
"MSTRG.32419",9.511064,12.038181,7.841494,7.979995,11.621186,12.241301
"MSTRG.3242",0,0,0,0,0,0
"MSTRG.32420",97.073352,133.142014,111.470522,114.402755,115.991932,125.972992
"MSTRG.32421",6.425478,9.858858,8.513948,9.310156,7.751432,8.804958
"MSTRG.32422",6.818063,10.628288,7.108487,8.42534,8.046458,9.19646
"MSTRG.32423",0.364965,0.37557,0.298832,0.328544,0.388441,1.041868
"MSTRG.32424",15.907521,17.650392,18.103531,17.198167,12.985724,14.18944
"MSTRG.32425",24.169103,28.932544,32.235368,27.680941,19.697535,23.162442
"MSTRG.32426",5.221039,5.942753,2.940959,2.906125,2.525405,2.751439
"MSTRG.32427",0.521623,0.505724,0.397032,0.522777,0.243031,0.386305
"MSTRG.32428",3.249861,3.417518,3.240011,4.008032,3.370038,3.83296
"MSTRG.32429",0.008632,0.017311,0.010138,0.047539,0.057469,0.061868
"MSTRG.3243",0.01645,0.01406,0,0,0,0.009518
"MSTRG.32430",448.11728,465.459427,427.971146,427.298721,419.756714,392.86206
"MSTRG.32431",68.114454,82.836649,73.076408,72.583695,68.848934,77.276893
"MSTRG.32432",0.275135,0.382811,0.372155,0.22608,0.92822,0.942868
"MSTRG.32433",0,0,0,0,0,0.041586
"MSTRG.32434",0.200726,0.198834,0.224039,0.172171,0.1256,0.263523
"MSTRG.32435",4.837946,5.188192,5.908578,5.427996,3.661561,4.568105
"MSTRG.32436",98.446704,107.848285,94.502389,92.91829,90.119665,88.546311
"MSTRG.32437",13.925237,17.755283,20.654746,20.561621,16.259722,18.976547
"MSTRG.32438",0,0,0,0.097084,0.125066,0.278089
"MSTRG.32439",0.786027,0.824777,0.667981,1.247042,0.830486,1.314668
"MSTRG.3244",0.007517,0,0,0,0,0
"MSTRG.32440",1.645811,1.942801,0.993846,1.496459,1.359312,1.540115
"MSTRG.32441",91.490097,103.247673,110.623032,140.126999,102.33783,114.656601
"MSTRG.32442",2.110924,2.9025,3.052729,3.073911,4.123466,3.818734
"MSTRG.32443",0,0,0,0,0,0
"MSTRG.32444",6.91981,6.115006,6.322034,8.017989,3.699538,4.98472
"MSTRG.32445",1.688349,1.777944,1.151905,1.267477,3.145638,3.453964
"MSTRG.32446",0,0.038671,0,0,0,0
"MSTRG.32447",2.074231,2.820847,2.175007,1.962627,4.352011,4.968891
"MSTRG.32448",10.203316,12.05418,8.064705,9.012283,15.216548,17.289138
"MSTRG.32449",0,0.038375,0,0,0,0
"MSTRG.3245",0.140483,0.403771,0.315975,0.24455,0.314009,0.722871
"MSTRG.32450",1.703634,1.594241,1.856296,2.621457,1.597271,1.952529
"MSTRG.32451",0,0,0.067302,0,0,0
"MSTRG.32452",0.021946,0,0,0,0,0
"MSTRG.32453",0,0,0,0.105929,0,0
"MSTRG.32454",0,0,0,0,0,0
"MSTRG.32455",0,0,0.073428,0,0,0
"MSTRG.32456",0,0,0,0,0,0
"MSTRG.32457",0,0,0,0,0,0
"MSTRG.32458",0.570395,0.62454,0.633971,0.819302,0.666047,0.453072
"MSTRG.32459",0,0,0,0,0,0
"MSTRG.3246",4.040485,3.908026,3.099582,3.550523,2.321932,2.639304
"MSTRG.32460",8.492143,9.634743,6.494882,7.469342,10.886689,13.476207
"MSTRG.32461",0.415715,0.524751,0.164076,0.295022,0.321685,0.335214
"MSTRG.32462",44.546753,41.188801,38.205044,40.410698,18.336292,20.516546
"MSTRG.32463",0.149676,0.109545,0.025517,0.184946,0.080696,0.207934
"MSTRG.32464",7.278065,7.030926,6.04381,7.292505,6.02116,8.288413
"MSTRG.32465",0,0,0,0,0,0
"MSTRG.32466",0,0,0,0,0,0
"MSTRG.32467",0.59084,0.642893,0.661966,0.758658,0.758727,0.47273
"MSTRG.32468",0.022326,0,0,0,0,0
"MSTRG.32469",0.201286,0.280161,0.043224,0.149347,0.181952,0.31038
"MSTRG.3247",5.913559,8.167661,6.357776,8.102755,6.277579,7.018195
"MSTRG.32470",24.742464,25.406294,36.34248,38.56554,24.689753,19.355297
"MSTRG.32471",0.143789,0.089285,0.025998,0.187746,0.077419,0.204481
"MSTRG.32472",17.297512,19.2416,14.83207,16.117989,13.228268,14.431083
"MSTRG.32473",9.965802,10.574408,8.973713,10.082732,8.453592,8.657763
"MSTRG.32474",3.932543,3.549581,3.796168,3.712258,2.744383,3.89172
"MSTRG.32475",0.110078,0,0.060608,0.055974,0,0.059743
"MSTRG.32476",3.894605,4.272781,1.414366,1.841406,0.637612,0.634931
"MSTRG.32477",0,0,0,0,0,0
"MSTRG.32478",0,0,0,0,0,0
"MSTRG.32479",21.596937,26.235407,16.683308,19.217415,10.285048,10.719516
"MSTRG.3248",15.219346,15.067949,14.532578,17.006378,10.471854,8.83267
"MSTRG.32480",0,0,0,0,0,0
"MSTRG.32481",1.836252,2.331305,1.663457,1.522825,2.151648,2.460149
"MSTRG.32482",1.33806,1.047693,0,1.468429,3.832367,1.872081
"MSTRG.32483",12.279793,13.325578,8.388094,12.546838,6.59287,7.523281
"MSTRG.32484",15.867411,17.237971,20.445895,19.047688,14.019899,18.556067
"MSTRG.32485",25.402674,28.017704,24.327568,24.748913,12.443135,15.37556
"MSTRG.32486",5.021647,2.735301,8.304364,3.153847,0,5.804604
"MSTRG.32487",0.003437,0,0,0.0196,0.017189,0.006834
"MSTRG.32488",5.805231,5.603885,5.526297,6.181856,0.94487,1.002048
"MSTRG.32489",1.440078,1.775118,1.909257,1.997829,1.558887,1.931479
"MSTRG.3249",1.307048,0.938023,1.978772,2.259827,4.714409,4.896796
"MSTRG.32490",0,0.008588,0,0.011406,0,0.040913
"MSTRG.32491",0.431282,0.657967,1.009953,1.010653,0.246599,0.230723
"MSTRG.32492",0.004182,0,0,0,0.031802,0.018496
"MSTRG.32493",0,0,0.031049,0,0,0
"MSTRG.32494",6.854168,8.205027,6.146346,6.622766,7.538647,7.618095
"MSTRG.32495",0.035734,0.012954,0.042712,0.047589,0.018775,0.011751
"MSTRG.32496",0.121273,0.172048,0.080299,0.09197,0.293921,0.218712
"MSTRG.32497",0.05259,0,0.036768,0,0,0
"MSTRG.32498",0,0,0,0,0,0
"MSTRG.32499",0,0,0,0,0,0
"MSTRG.325",12.069354,12.761912,11.63011,12.825506,17.625671,17.226906
"MSTRG.3250",11.695725,12.811552,14.656495,16.838317,9.395242,10.152874
"MSTRG.32500",1.169196,1.224892,0.231227,0.533065,0.230462,0.190743
"MSTRG.32501",0,0,0,0,0,0
"MSTRG.32502",0.014615,0.00872,0.004456,0.019061,0.00498,0.011718
"MSTRG.32503",0,0,0,0,0,0
"MSTRG.32504",0.019324,0.006782,0.005719,0.028272,0.008753,0.020596
"MSTRG.32505",0.053639,0,0.043631,0,0,0
"MSTRG.32506",0,0,0,0,0,0
"MSTRG.32507",5.002544,5.992042,6.522017,6.449205,5.801595,5.685678
"MSTRG.32508",0,0,0,0,0,0
"MSTRG.32509",0,0,0,0.032076,0.021249,0
"MSTRG.3251",0,0,0.140733,0.117004,0,0
"MSTRG.32510",0.027283,0.023501,0.045447,0.020461,0.020967,0.026911
"MSTRG.32511",0.031219,0.018994,0.01395,0.00249,0,0.00232
"MSTRG.32512",13.906155,15.460892,10.340496,11.884261,10.985184,11.064481
"MSTRG.32513",0.399712,0.291096,0.193202,0.205618,0.201752,0.213754
"MSTRG.32514",0,0,0,0.012892,0,0
"MSTRG.32515",0.014862,0.016576,0.017859,0.012626,0.008121,0.026537
"MSTRG.32516",0.015609,0.005506,0.009027,0,0,0
"MSTRG.32517",0.010848,0.004592,0,0.012892,0,0
"MSTRG.32518",0,0,0,0,0,0
"MSTRG.32519",0,0,0,0,0,0
"MSTRG.3252",3.917168,4.324443,5.759665,7.128586,4.985561,6.13288
"MSTRG.32520",0,0,0,0,0,0
"MSTRG.32521",39.847,43.080383,41.218243,43.69738,38.548134,41.89394
"MSTRG.32522",38.397592,40.312644,26.816833,29.395587,36.70267,41.251252
"MSTRG.32523",0.432569,0.356216,0.184473,0.303941,0.877545,0.709802
"MSTRG.32524",19.882359,21.676874,17.948441,19.837008,14.900674,15.794905
"MSTRG.32525",5.290966,4.907298,5.114731,5.223763,5.220929,5.095936
"MSTRG.32526",4.932912,5.341332,2.853775,3.861824,6.055687,5.147588
"MSTRG.32527",0,0,0,0,0,0
"MSTRG.32528",0,0,0,0,0,0
"MSTRG.32529",0,0,0,0,0,0
"MSTRG.3253",5.291335,5.892659,5.831526,5.309616,4.243462,5.242625
"MSTRG.32530",0,0,0,0,0,0
"MSTRG.32531",0,0,0,0,0,0
"MSTRG.32532",0,0,0,0,0,0
"MSTRG.32533",0,0,0,0,0,0
"MSTRG.32534",0,0,0,0,0,0
"MSTRG.32535",0,0,0,0,0,0
"MSTRG.32536",0.048822,0,0,0,0,0
"MSTRG.32537",0,0,0,0,0,0
"MSTRG.32538",0,0,0,0,0,0
"MSTRG.32539",0.244487,0.062603,0.057339,0.059558,0.026436,0.017021
"MSTRG.3254",0,0,0,0,0,0.207543
"MSTRG.32540",0,0,0,0,0,0
"MSTRG.32541",0,0,0,0,0,0
"MSTRG.32542",0,0,0,0,0,0
"MSTRG.32543",0,0,0,0,0,0
"MSTRG.32544",0,0,0,0,0,0
"MSTRG.32545",0,0,0,0,0,0
"MSTRG.32546",0,0,0,0,0,0
"MSTRG.32547",0,0,0,0,0,0
"MSTRG.32548",0,0,0,0,0,0
"MSTRG.32549",0,0,0,0,0,0
"MSTRG.3255",0,0,0,0,0.063554,0.052648
"MSTRG.32550",0.197851,0.266413,0.202134,0.222395,0.184016,0.276502
"MSTRG.32551",0,0,0,0,0,0
"MSTRG.32552",0,0,0,0,0,0
"MSTRG.32553",0,0,0,0,0,0
"MSTRG.32554",0,0,0,0,0,0
"MSTRG.32555",0,0,0,0,0,0
"MSTRG.32556",0,0,0,0,0,0
"MSTRG.32557",0.011341,0,0,0,0,0
"MSTRG.32558",0,0,0,0,0,0
"MSTRG.32559",0,0,0,0,0,0
"MSTRG.3256",27.843834,29.905942,22.821489,26.086643,29.825163,32.970116
"MSTRG.32560",0,0,0,0,0,0
"MSTRG.32561",0,0,0,0,0,0
"MSTRG.32562",0,0,0,0,0,0
"MSTRG.32563",2.944047,3.351988,1.872549,2.356324,2.615416,2.971848
"MSTRG.32564",0,0,0,0,0,0
"MSTRG.32565",0,0,0,0,0,0
"MSTRG.32566",0,0,0,0,0,0
"MSTRG.32567",0,0,0,0,0,0
"MSTRG.32568",0,0,0,0,0,0
"MSTRG.32569",0,0,0,0,0,0
"MSTRG.3257",5.321713,8.608122,7.429348,8.75317,8.486968,8.892106
"MSTRG.32570",0,0,0,0,0,0
"MSTRG.32571",0,0.025712,0,0,0,0
"MSTRG.32572",0,0,0,0,0,0
"MSTRG.32573",0,0,0,0,0,0
"MSTRG.32574",0,0,0,0,0,0
"MSTRG.32575",0,0,0,0,0,0
"MSTRG.32576",0,0,0,0,0,0
"MSTRG.32577",0,0,0,0,0,0
"MSTRG.32578",0,0,0,0,0,0
"MSTRG.32579",0,0,0,0,0,0
"MSTRG.3258",8.998693,10.688372,10.483703,11.616502,7.164553,8.206104
"MSTRG.32580",0,0,0,0,0,0
"MSTRG.32581",0,0,0,0,0,0
"MSTRG.32582",0,0,0,0,0,0
"MSTRG.32583",0,0,0,0,0,0
"MSTRG.32584",0,0,0,0,0,0
"MSTRG.32585",0,0,0,0,0,0
"MSTRG.32586",0,0,0,0,0,0
"MSTRG.32587",0,0,0,0,0,0
"MSTRG.32588",0,0,0,0,0,0
"MSTRG.32589",0,0,0,0,0,0
"MSTRG.3259",11.478799,14.623365,8.294726,9.966725,10.291801,13.472843
"MSTRG.32590",0,0,0,0,0,0
"MSTRG.32591",0,0,0,0,0,0
"MSTRG.32592",0,0,0,0,0,0
"MSTRG.32593",4.122512,4.893937,5.454587,5.429165,2.000735,2.828112
"MSTRG.32594",0,0,0,0,0,0
"MSTRG.32595",0,0,0,0,0,0
"MSTRG.32596",0,0,0,0,0,0
"MSTRG.32597",0,0,0,0,0,0
"MSTRG.32598",0,0,0,0,0,0
"MSTRG.32599",0,0,0,0,0,0
"MSTRG.326",12.90135,12.596851,13.627303,12.775841,11.882604,11.588601
"MSTRG.3260",14.891953,20.960255,20.933225,22.691705,32.36335,34.475363
"MSTRG.32600",0.320559,0.338491,0.162146,0.165627,0.119439,0.069959
"MSTRG.32601",0.959267,1.463149,1.597934,2.232485,1.942658,2.149668
"MSTRG.32602",0,0,0,0,0,0
"MSTRG.32603",6.409835,6.278379,7.517099,7.325374,6.049016,5.356897
"MSTRG.32604",0,0,0,0,0,0
"MSTRG.32605",0,0,0,0,0,0
"MSTRG.32606",0,0,0,0,0,0
"MSTRG.32607",0,0,0,0,0,0
"MSTRG.32608",0.227346,0.111039,0,0.051016,0,0.11221
"MSTRG.32609",0,0,0,0,0,0
"MSTRG.3261",0.060852,0,0.027778,0,0.063943,0.034399
"MSTRG.32610",0,0,0,0,0,0
"MSTRG.32611",0,0,0,0,0,0
"MSTRG.32612",0,0,0,0,0,0
"MSTRG.32613",0,0,0,0,0,0
"MSTRG.32614",0,0,0,0,0,0
"MSTRG.32615",0,0,0,0,0,0
"MSTRG.32616",0,0,0,0,0.015866,0.013522
"MSTRG.32617",0,0,0,0,0,0
"MSTRG.32618",0,0,0,0,0,0
"MSTRG.32619",0,0.010501,0,0,0,0
"MSTRG.3262",0.063554,0,0.013176,0.057195,0.066094,0.035976
"MSTRG.32620",0,0,0,0,0,0
"MSTRG.32621",0,0,0,0,0,0
"MSTRG.32622",0,0,0,0,0,0
"MSTRG.32623",0,0,0,0,0,0
"MSTRG.32624",0,0,0,0,0,0
"MSTRG.32625",0,0,0,0,0,0
"MSTRG.32626",0,0,0,0,0,0
"MSTRG.32627",0,0,0,0,0,0
"MSTRG.32628",0,0,0,0,0,0
"MSTRG.32629",0,0,0,0,0,0
"MSTRG.3263",60.258287,59.638463,60.27734,59.251273,47.525438,45.7087
"MSTRG.32630",0,0,0,0,0,0
"MSTRG.32631",0,0,0,0,0,0
"MSTRG.32632",0,0,0,0,0,0
"MSTRG.32633",0,0,0,0,0,0
"MSTRG.32634",0,0,0,0,0,0
"MSTRG.32635",0.109833,0.04269,0.050233,0,0,0
"MSTRG.32636",0,0,0,0,0,0
"MSTRG.32637",6.04897,6.566133,5.114558,6.755132,4.26447,5.837099
"MSTRG.32638",0,0,0,0,0,0
"MSTRG.32639",0,0.081874,0,0.010788,0,0
"MSTRG.3264",0.466248,0.608324,0.561645,0.722923,0.626879,0.585684
"MSTRG.32640",0,0,0,0,0,0
"MSTRG.32641",0,0,0,0,0,0
"MSTRG.32642",0,0,0,0,0,0
"MSTRG.32643",0,0,0,0,0,0
"MSTRG.32644",0,0,0,0,0,0
"MSTRG.32645",0,0.037084,0,0,0,0
"MSTRG.32646",0.02785,0,0,0,0,0
"MSTRG.32647",0,0,0,0,0,0
"MSTRG.32648",0.068944,0.061003,0.040634,0.067817,0.069997,0.040998
"MSTRG.32649",0.126954,0.050546,0.05338,0.117928,0,0.043163
"MSTRG.3265",10.943735,13.164563,12.845469,13.22945,7.504775,7.832815
"MSTRG.32650",0,0,0,0,0,0
"MSTRG.32651",0,0,0,0,0,0
"MSTRG.32652",0,0,0,0,0,0
"MSTRG.32653",0,0,0,0,0,0
"MSTRG.3266",62.391827,68.612579,65.268929,64.300529,55.354454,54.935883
"MSTRG.3267",48.229424,48.569183,102.806335,123.066231,112.623131,116.982506
"MSTRG.3268",0.810636,1.138524,0.93229,1.571222,1.051945,1.432708
"MSTRG.3269",0.274353,0.287612,0.252474,0.236218,0.276514,0.549438
"MSTRG.327",26.876269,28.069278,32.626094,32.568939,18.158648,18.565021
"MSTRG.3270",0,0,0,0.23309,0,0.081794
"MSTRG.3271",16.019608,14.971317,16.782119,15.046781,7.836365,8.239614
"MSTRG.3272",3.165688,4.772918,4.264261,3.808166,2.265208,2.038626
"MSTRG.3273",0,0,0,0,0,0
"MSTRG.3274",58.02766,71.90867,70.924922,68.77355,35.018926,36.73691
"MSTRG.3275",0.089687,0.260646,0,0,0,0
"MSTRG.3276",59.183338,57.926922,60.449177,60.901222,35.785755,32.84211
"MSTRG.3277",96.668203,98.241502,112.039178,115.165694,81.918628,88.921513
"MSTRG.3278",9.138251,12.760947,10.982658,12.158711,20.407048,24.455844
"MSTRG.3279",31.326125,33.442195,33.265013,30.221391,21.571336,19.350178
"MSTRG.328",0.450484,0.624203,0.93184,1.376231,1.648648,1.677238
"MSTRG.3280",0.154215,0.229022,0.351219,0.327714,0.084832,0.22322
"MSTRG.3281",59.386805,67.60907,72.556884,75.06284,63.589361,61.031247
"MSTRG.3282",1.324927,1.18324,0.797862,1.142992,0.867582,1.183181
"MSTRG.3283",0.050107,0.039118,0.031321,0.020324,0.023436,0.009244
"MSTRG.3284",0.559114,0.288185,0.523176,0.355984,0.27403,0.221526
"MSTRG.3285",25.592279,29.994936,29.925913,29.476992,20.199291,22.904827
"MSTRG.3286",14.187505,18.117782,12.036664,13.149899,10.695848,14.539133
"MSTRG.3287",1.183289,0.900094,0.759283,0.939461,1.663891,1.543912
"MSTRG.3288",0.756565,0.673533,0.568581,1.635527,1.532239,1.98721
"MSTRG.3289",196.427765,215.034164,201.485672,208.306381,185.762711,182.899658
"MSTRG.329",4.147026,6.519495,3.031908,2.418709,12.630072,13.239804
"MSTRG.3290",6.127757,8.324306,8.935866,8.476478,6.675741,7.912676
"MSTRG.3291",30.897078,36.171637,29.517841,25.99621,34.440421,34.661904
"MSTRG.3292",0.443079,0.689024,0.337505,0.510616,0.106205,0.287423
"MSTRG.3293",23.910475,30.016549,28.017041,27.710196,16.283636,20.339633
"MSTRG.3294",7.859002,9.712959,6.140324,6.388302,5.223533,7.448198
"MSTRG.3295",33.018036,42.666161,38.608967,40.953419,32.427143,35.096905
"MSTRG.3296",3.562427,3.777954,4.615326,5.304604,3.318368,4.218076
"MSTRG.3297",25.164187,33.511446,22.15793,26.165576,28.255091,31.802149
"MSTRG.3298",0.217485,0.408251,0.061342,0.272778,0.145933,0.110389
"MSTRG.3299",39.796509,55.249412,38.793122,40.448168,4.275817,5.108373
"MSTRG.33",9.497191,9.781612,9.993646,9.985724,7.896805,8.166989
"MSTRG.330",0,0,0,0,0,0
"MSTRG.3300",33.954655,46.994763,36.114877,37.381954,52.87579,53.403819
"MSTRG.3301",11.702583,15.589001,13.513512,14.927425,14.192255,17.309813
"MSTRG.3302",21.406677,24.719388,24.235017,25.220174,16.469183,14.572303
"MSTRG.3303",0.032699,0.018581,0.048595,0.110498,0.109594,0.0442
"MSTRG.3304",0.152746,0.165423,0.093837,0.252054,0.344884,0.354716
"MSTRG.3305",0,0.066736,0.044585,0.057455,0.083217,0.104073
"MSTRG.3306",47.89381,58.007999,53.947922,50.050404,24.919577,24.428892
"MSTRG.3307",0,0,0,0.009035,0,0.009509
"MSTRG.3308",66.807772,88.805788,87.800365,84.080797,85.560828,91.064087
"MSTRG.3309",16.499735,18.733473,18.343987,18.409952,12.67277,13.507524
"MSTRG.331",2.315571,3.120419,4.876169,4.445645,6.893229,7.889215
"MSTRG.3310",35.503018,43.422642,48.729457,57.077102,30.142741,30.704064
"MSTRG.3311",2.308171,2.690034,2.766813,3.34957,1.57005,1.391119
"MSTRG.3312",4.627949,6.657442,6.532587,6.415214,5.275738,5.530801
"MSTRG.3313",0.264744,0.290551,0.372831,0.244587,0.181098,0.238503
"MSTRG.3314",7.031568,9.308968,6.085806,7.023554,4.785036,5.101027
"MSTRG.3315",10.065246,9.939913,9.333677,10.79147,5.581358,6.878556
"MSTRG.3316",0,0.031263,0,0.032021,0,0.025007
"MSTRG.3317",45.1045,53.044928,48.099146,49.453196,35.082888,36.304413
"MSTRG.3318",6.745568,8.346913,7.04998,8.838661,6.148674,8.537039
"MSTRG.3319",0.86105,1.844363,1.294057,1.906676,1.074838,0.958256
"MSTRG.332",1.039617,1.460245,1.924409,1.73914,2.857034,3.155396
"MSTRG.3320",1.544336,1.408488,2.820266,4.757491,2.30013,2.854655
"MSTRG.3321",0,0,0,0,0,0
"MSTRG.3322",0.839587,0.776088,1.551669,2.552267,1.238089,1.538346
"MSTRG.3323",27.371489,28.441162,27.423127,28.756126,17.577635,18.402401
"MSTRG.3324",0,0,0.006845,0,0,0
"MSTRG.3325",0.19784,0.179981,0.357357,0.626248,0.160124,0.189423
"MSTRG.3326",0,0,0,0,0,0
"MSTRG.3327",4.793133,7.653381,7.265748,6.517907,4.213369,4.552975
"MSTRG.3328",0.925751,1.477802,1.429723,1.445419,0.831348,0.887298
"MSTRG.3329",1.580596,1.466191,2.865163,4.999903,2.402802,2.98019
"MSTRG.333",0,0,0,0,0,0
"MSTRG.3330",0,0,0,0,0,0
"MSTRG.3331",4.671901,7.536151,7.174911,6.431532,4.328179,4.707036
"MSTRG.3332",17.941105,4.627193,22.343102,24.081828,4.195517,4.252044
"MSTRG.3333",0,0,0,0,0,0
"MSTRG.3334",55.530979,59.210815,59.020267,59.635471,43.11932,43.158127
"MSTRG.3335",0.486988,0.383757,0.425946,0.494562,0.395657,0.521055
"MSTRG.3336",57.602283,65.601097,67.91291,64.397919,37.094444,40.118263
"MSTRG.3337",0.017962,0,0,0,0,0
"MSTRG.3338",0,0,0.144657,0.341065,0,0
"MSTRG.3339",89.545661,90.974007,80.239929,81.739999,41.656579,42.79325
"MSTRG.334",2.144186,2.53167,4.95322,4.48186,5.605076,5.648078
"MSTRG.3340",13.491858,15.450227,15.306226,15.463715,11.026488,11.22408
"MSTRG.3341",61.7954,69.246621,72.782105,72.622054,80.303637,83.986412
"MSTRG.3342",0.910999,1.109645,0.93112,1.21621,1.101968,0.89983
"MSTRG.3343",29.955746,36.780413,33.25111,34.529261,30.148498,33.689707
"MSTRG.3344",42.626417,52.495692,51.980376,49.488827,35.498194,37.260572
"MSTRG.3345",13.671175,14.700079,18.424445,17.725451,11.675139,10.876465
"MSTRG.3346",0.753479,0.931921,1.069595,1.55253,1.740958,1.987711
"MSTRG.3347",37.079043,43.409599,45.453775,44.613493,31.991925,31.219831
"MSTRG.3348",0.33431,0.350765,0,0.262054,0.050446,0.286022
"MSTRG.3349",20.528097,28.541407,25.39436,28.209787,18.737417,22.142344
"MSTRG.335",0,0,0,0,0,0
"MSTRG.3350",0,0.469503,0.625234,0.90436,0.342108,0
"MSTRG.3351",0.295357,0.209635,0.068472,0.198995,0.316296,0.199305
"MSTRG.3352",51.472471,72.434723,80.407854,72.419702,50.897211,50.625248
"MSTRG.3353",22.581016,29.938714,27.413107,28.712964,22.968952,24.714053
"MSTRG.3354",18.705753,18.677635,18.266956,21.666926,18.905699,24.135694
"MSTRG.3355",7.424176,9.202627,8.93536,9.749517,5.387835,6.069366
"MSTRG.3356",303.211151,304.631038,368.164398,383.22788,393.48584,392.468593
"MSTRG.3357",8.830674,10.895352,9.971016,10.236221,7.324722,8.680796
"MSTRG.3358",0.295435,0.536632,0.353563,0.40332,0.229525,0.441193
"MSTRG.3359",5.211935,6.517252,6.177881,7.235779,6.627585,7.145801
"MSTRG.336",0,0,0,0,0,0
"MSTRG.3360",1.20208,1.854954,2.83027,2.725795,1.112231,1.729187
"MSTRG.3361",0.278904,0.393032,0.246859,0.207391,0.272333,0.230994
"MSTRG.3362",5.348477,5.459602,5.198812,4.721866,7.483235,7.683361
"MSTRG.3363",21.744896,25.927081,25.885351,27.971025,20.738384,22.952915
"MSTRG.3364",27.17568,38.877674,39.039162,39.182552,30.939419,35.142136
"MSTRG.3365",3.53399,4.362159,4.172385,6.877616,3.94717,6.221931
"MSTRG.3366",30.214987,34.495613,37.351165,36.390508,30.083384,33.58836
"MSTRG.3367",17.955829,26.401359,17.461022,19.193255,18.894299,22.116482
"MSTRG.3368",12.087203,15.225056,14.764685,14.230352,15.359832,17.854465
"MSTRG.3369",0.126893,0.110913,0.289339,0.161379,0,0.531671
"MSTRG.337",0,0,0.025957,0,0,0.029113
"MSTRG.3370",0.094537,0.042194,0,0.056534,0.044248,0.129025
"MSTRG.3371",4.05474,4.891108,3.947254,5.436717,3.558177,4.533389
"MSTRG.3372",0,0,0,0,0,0
"MSTRG.3373",13.51498,22.557203,13.808045,14.693729,17.190579,18.508953
"MSTRG.3374",58.458872,69.708946,59.240667,62.068573,51.827931,56.41656
"MSTRG.3375",0.509014,0.580792,1.108443,0.944895,0.578153,1.097191
"MSTRG.3376",173.702976,318.08654,167.584713,2.00101,0,0
"MSTRG.3377",152.459144,55.465899,27.186979,154.99843,244.651408,223.366766
"MSTRG.3378",23.316622,19.519105,22.344267,32.918384,6.765302,12.293122
"MSTRG.3379",0.00261,0.00042,0.001994,0.002534,0.000159,0.002099
"MSTRG.338",0.047822,0.058525,0.070422,0.222084,0.114437,0.133922
"MSTRG.3380",11.33994,13.154998,13.110601,16.45179,12.945252,14.306846
"MSTRG.3381",0.806461,0.943994,1.700139,1.457031,0.831765,0.648701
"MSTRG.3382",51.980449,64.363569,56.813702,63.436575,51.878069,52.233486
"MSTRG.3383",1.739032,1.562056,1.524216,3.049858,2.209859,2.595542
"MSTRG.3384",0,0,0,0,0,0
"MSTRG.3385",0,0,0,0,0,0.031201
"MSTRG.3386",0.754968,0.622625,0.486255,0.959737,1.02397,1.296059
"MSTRG.3387",24.194349,27.393404,21.258498,22.880723,20.384114,21.418956
"MSTRG.3388",0.133786,0.359835,0.381931,0.319537,0.188327,0.744062
"MSTRG.3389",67.851025,107.537395,91.049595,87.598683,84.239396,85.206794
"MSTRG.339",2.767767,3.231387,1.049019,1.020362,0.849437,0.918456
"MSTRG.3390",13.427129,14.446253,16.043499,14.701699,14.621698,13.22999
"MSTRG.3391",31.903246,30.293283,32.26231,35.96611,30.361559,31.617086
"MSTRG.3392",503.78075,535.491478,401.546664,491.284855,404.496253,403.382344
"MSTRG.3393",16.423792,21.297178,18.181473,17.865445,21.112163,22.133537
"MSTRG.3394",0.270539,0.369905,0.086876,0.168337,0.359463,0.470931
"MSTRG.3395",8.837596,11.855357,10.322709,12.106731,11.029642,12.825631
"MSTRG.3396",19.631943,23.507833,26.766302,26.886906,19.60577,20.873341
"MSTRG.3397",0.125153,0.182247,0.103101,0.136507,0.055415,0.028369
"MSTRG.3398",27.794298,34.645376,34.392777,34.35604,19.432903,21.981017
"MSTRG.3399",0.730889,0.254299,0.348159,0.68694,0.398188,0.832954
"MSTRG.34",0.057258,0.109003,0.120774,0.122999,0.090006,0.024794
"MSTRG.340",0,0,0,0,0,0
"MSTRG.3400",29.604837,35.062771,34.554329,35.443892,21.458658,22.426793
"MSTRG.3401",13.54827,11.824355,20.753676,21.977439,1.627538,0.671601
"MSTRG.3402",46.606584,61.660981,61.612741,63.328313,33.703249,39.363121
"MSTRG.3403",13.551,16.298405,16.398878,17.326181,17.570133,16.70882
