,gene_id,TPM_C9,TPM_I9,TPM_C11,TPM_I11,TPM_C16,TPM_I16,TPM_Islet24h_1,TPM_Islet24h_2,TPM_Islet24h_3,TPM_Liver_1,TPM_Liver_2,TPM_Liver_3,TPM_Brain_1,TPM_Brain_2,TPM_Brain_3
5105,MSTRG.14592,43.077025,50.105177000000005,46.950942,45.181137,38.290939,38.985987,36.805986,54.303534000000006,29.601343,5.325551,5.723555000000001,4.538106,39.672368,46.677216,60.955296999999995
5106,MSTRG.14593,10.946912,13.711189000000001,10.381758,11.581859,11.420353,12.207253999999999,3.96395,5.7506010000000005,3.50909,15.932386,17.444153,17.260990999999997,10.57779,11.999282000000001,14.016291999999998
5109,MSTRG.14596,24.414669,23.423139000000003,16.631742000000003,15.86501,23.949251999999998,24.46012,6.936744,15.015085,10.104056000000003,14.307715000000002,15.844848,15.668030000000002,21.803012999999996,24.747943,29.835388000000002
5115,MSTRG.14600,0.6630739999999999,0.304576,0.780628,0.782392,0.399121,1.396993,0.161316,0.297154,0.12645399999999998,0.08033799999999999,0.147098,0.098883,4.823068,6.623861,5.667431
5116,MSTRG.14601,3.686346,3.161447,2.081938,2.503868,2.184371,1.5949959999999999,0.629484,0.985828,0.503438,0.0,0.0,0.0,0.0,0.0,0.0
5117,MSTRG.14602,34.90269,42.715577,38.281989,35.763206,28.886029999999998,34.547759,17.359454,27.083478999999997,13.959124,0.016533000000000003,0.111852,0.030151,3.884213,4.491048999999999,4.761153999999999
5119,MSTRG.14604,5.674747,6.716857000000001,3.8827910000000005,4.5227,4.148191000000001,4.164708999999999,14.430114000000001,10.394094,11.248172,0.0,0.0,0.0,0.0,0.0,0.0
5120,MSTRG.14605,3.3382110000000003,3.5407900000000003,1.667941,1.649518,1.498299,2.30855,5.2540949999999995,7.456455,4.985991,0.0,0.0,0.011699,0.0,0.0,0.021634999999999998
5121,MSTRG.14606,9.637395,10.192133,7.2104729999999995,7.880166,10.79218,9.576813000000001,5.899716999999999,12.254803999999998,6.04557,5.585701,5.603565,5.594791,27.226661,29.923147,35.502459
5124,MSTRG.14609,3.098105,3.0762419999999997,2.864032,2.549129,1.334365,2.1025650000000002,0.296716,0.5285380000000001,0.5283939999999999,0.9773120000000001,0.747193,1.2038010000000001,0.651828,0.9821559999999999,1.081856
5125,MSTRG.1461,1.1132030000000002,1.402047,1.156619,1.254842,0.910582,1.026065,0.8779170000000001,0.7800199999999999,0.5886600000000001,0.153977,0.202447,0.16035800000000003,5.306393,5.378036999999999,6.126133
5126,MSTRG.14610,0.43084799999999995,0.375562,0.605911,0.719111,0.7034060000000001,1.1109200000000001,0.143837,0.152228,0.122357,1.383583,1.495703,1.044575,7.77097,5.887649,9.427735
5127,MSTRG.14611,23.172399,28.460824,25.823767999999998,26.040612,21.69728,23.696306,11.853434000000002,19.362731,10.97737,18.952858,19.514651,17.608117,17.674792999999998,18.413795,26.260883999999997
5129,MSTRG.14613,9.497164,11.226672,8.541347,9.807203999999999,9.944394,10.082453999999998,10.214854,12.041717,9.700489,18.993999000000002,21.638195999999997,16.264771,9.547056,10.924104,15.050367000000001
5130,MSTRG.14614,0.351699,0.45781499999999997,0.455225,0.374442,0.476955,0.544773,0.14566500000000002,0.181975,0.137354,0.508299,0.585773,0.459375,8.243178,4.810756,12.632765000000001
5131,MSTRG.14615,11.393945,10.752564,10.321957000000001,10.680123,8.981674,8.457766000000001,5.921882,7.726746,4.9799760000000015,11.191002,10.973072,13.076114999999998,9.342894,12.844276,13.413433
5132,MSTRG.14616,2.1429150000000003,2.7228,2.4553830000000003,2.605948,2.2653060000000003,2.577448,1.458984,1.814571,1.18739,1.33189,1.897092,2.16544,2.062224,2.123519,2.132581
5134,MSTRG.14618,4.376885,3.8667620000000005,3.051933,4.436218,3.854004,5.339886,0.353772,0.271254,0.299454,0.593906,0.450725,0.514186,0.970828,0.831917,1.6949839999999998
5136,MSTRG.1462,0.682132,0.441391,0.46624799999999994,0.539637,0.387471,0.888959,0.129108,0.087212,0.118104,0.079079,0.087786,0.031682999999999996,2.257948,3.0452169999999996,1.351006
5137,MSTRG.14620,1.8687049999999998,2.448352,1.3732950000000002,1.2231940000000001,1.3340610000000002,1.663758,0.7580979999999999,2.140844,0.658147,0.0,0.034194999999999996,0.0,0.156462,0.328052,0.072681
5139,MSTRG.14622,2.521493,2.928841,2.0870900000000003,1.7598770000000001,0.72035,0.9084469999999999,0.500278,0.649047,0.471586,0.0,0.0,0.0,4.828802,5.818436,69.30506899999999
5141,MSTRG.14624,1.6744330000000003,1.8067650000000002,1.384595,1.012249,1.549044,1.254034,0.25607399999999997,0.30307199999999995,0.5530149999999999,0.041602999999999994,0.027946,0.041442,0.698337,0.8506250000000001,6.346479
5143,MSTRG.14626,11.995274,17.092553,11.504677000000001,13.015899000000001,14.995769000000001,15.607432999999999,5.0810580000000005,8.153213000000001,5.879642,5.464341,5.626193,4.828661,8.846243000000001,9.952957,9.853079000000001
5144,MSTRG.14627,16.678901,20.253586,15.405364000000002,16.588575,14.558162,16.068769,12.002675,12.28761,9.243919,5.0860970000000005,3.9908469999999996,4.249449,10.743304,14.381993,14.790099000000001
5145,MSTRG.14628,24.684959,27.321646,24.918414000000002,26.840971000000003,20.877273000000002,20.981242,11.680176,13.0801,9.895707000000002,130.540753,168.454248,110.76316200000001,25.869352,28.562572,38.131229000000005
5151,MSTRG.14633,37.16768,38.841296,36.872366,41.618559999999995,31.985202,34.63377,24.901899,36.16861,22.879903,24.60175,28.290972,22.019633000000002,32.155747,38.801884,50.082615
5152,MSTRG.14634,1.3728770000000001,1.847619,0.8054,0.8904799999999999,0.445986,0.46723000000000003,0.257367,0.233904,0.217651,0.161241,0.10845,0.125809,7.796481,8.261258999999999,12.039712
5153,MSTRG.14635,14.815102,18.198667999999998,9.31804,5.918234,0.602476,0.123946,0.03099,0.009106,0.073436,231.95629900000003,257.393982,332.627228,5697.183594,4651.648438,8106.158691
5155,MSTRG.14637,14.965238000000001,14.787957,15.467839999999999,18.675465,13.593969,14.413503,30.008081,38.493885,22.0937,17.877759,15.931721,13.078617,7.890827000000001,10.477625,13.494302999999999
5158,MSTRG.1464,19.840914,18.553644,21.824398000000002,21.075491,13.545906,10.516848,4.464314,5.563689,4.280016000000002,19.811692999999998,21.044220000000003,21.266958,19.595131,45.213844,30.616272
5159,MSTRG.14640,2.946206,3.0035439999999998,3.5999,3.97402,5.093646,2.87308,0.93511,1.93912,0.843001,0.321669,0.5905729999999999,0.062357,1.805559,5.026418,1.9522529999999998
5160,MSTRG.14641,19.156728,22.470272,13.989778,15.218411999999999,12.342128,12.277594,11.128236,13.313279000000001,8.658112000000001,129.027783,216.357902,203.106311,11.045371,14.096182000000002,13.643536000000001
5161,MSTRG.14642,0.16008,0.046911,0.098057,0.054248000000000005,0.064178,0.14289100000000002,0.0,0.078112,0.0,6.15118,6.791764,4.771580999999999,0.652108,0.745394,0.454956
5165,MSTRG.14646,11.072984,14.886898,7.3007729999999995,8.226761999999999,5.828114,6.121090000000001,3.687857,4.6757620000000015,3.014154,11.712635,10.815951,10.869886,17.416951,24.967761,26.063718
5166,MSTRG.14647,95.270285,102.0197,80.623379,84.467669,100.155461,96.14058299999999,58.537456999999996,57.168314,47.820588,24.082206999999997,26.911741,21.213440999999996,60.369462999999996,74.789412,113.02040699999999
5169,MSTRG.1465,3.24852,3.3340959999999997,3.736468,3.6332370000000003,4.171461,3.7964580000000003,1.354708,3.134759,1.523954,2.87195,2.866636,3.8620629999999996,0.506864,0.602858,0.446774
5170,MSTRG.14650,1.83624,4.484222,3.796896,4.163787999999999,2.839249,3.699928,2.616742,2.797468,1.7542220000000002,22.659342000000002,25.268833,19.671429,5.9853760000000005,4.034363,7.2500160000000005
5171,MSTRG.14651,0.8042779999999999,0.8659389999999999,0.507813,0.809719,0.572318,0.44420200000000004,0.230695,0.310994,0.142265,1.108935,1.218453,1.0470059999999999,0.08513,0.060423000000000004,0.077512
5176,MSTRG.14656,29.712927,30.87668,29.621738,32.450848,22.088924,21.062943,19.191879,24.49024,18.582325,8.076137,7.652627000000001,8.676421000000001,12.564150999999999,12.089453,21.778025
5178,MSTRG.14658,1.158908,0.865144,1.380068,1.471043,0.737124,1.931398,0.382366,1.030097,0.573757,2.8264739999999997,3.7344829999999996,2.656792,0.534806,0.745071,0.7415
5180,MSTRG.1466,6.808964,7.658423,4.14141,3.927839,11.862556,13.372763,2.109085,3.55062,2.0617349999999997,46.95512600000001,45.492743000000004,43.641437,14.765051,17.830777,19.572127000000002
5186,MSTRG.14665,5.499773,6.920723,4.415432,5.235265,7.399332000000001,7.800628,4.4221059999999985,5.7363990000000005,3.94728,0.861816,1.336201,0.843944,14.412379000000001,14.892744,14.814568000000001
5187,MSTRG.14666,10.182189,13.002991999999999,9.982789,10.710332000000001,14.202760999999999,15.178578,9.745008,13.902596,9.564717,2.315902,1.601828,1.171469,14.338885000000001,19.194250999999998,24.611695
5192,MSTRG.14670,3.461479,5.950305999999999,2.844824,2.747223,2.844952,3.3946690000000004,0.816192,1.58175,0.890655,5.905078,6.537693999999999,5.493313,4.100608,6.481884,6.027966
5195,MSTRG.14673,53.575973,62.929545999999995,49.7269,51.45693,48.467471999999994,51.778928,37.098692,43.38465100000001,27.366019,10.263635,10.850559,10.916853,60.210614,87.34906,95.35573099999999
5196,MSTRG.14674,0.0,0.0,0.0,0.029237,0.039023,0.022587,0.017978,0.009067,0.0,0.035427,0.032813,0.041259,1.247756,1.614976,1.6667520000000002
5197,MSTRG.14675,88.08075699999999,96.257111,102.210571,100.8209,73.797752,71.781654,68.95360600000001,64.79699699999999,52.017231,63.142654,76.8974,56.472446,36.123554,12.05312,57.891982999999996
5198,MSTRG.14676,155.327621,166.14909699999998,159.35458400000002,148.588501,176.500336,169.069431,100.396099,167.491287,67.485096,86.418785,101.972219,83.219039,207.28337899999997,183.24195100000003,328.838051
5199,MSTRG.14677,21.30513,22.28219,25.708201000000003,29.444082,18.666598,19.431818,24.557632,42.124358,22.381244,19.27322,24.021981,20.333409000000003,18.74224,25.151096,25.342035
5200,MSTRG.14678,23.671568,26.209962,31.787958000000003,33.809506,22.874564000000003,28.221134999999997,11.575288,19.27988,10.081386,12.017316000000001,11.810343,10.158881999999998,13.371316,11.544706,17.108141
5202,MSTRG.1468,11.092064,12.41202,8.28425,9.580532,9.404542,10.368027,3.8151410000000006,5.660635,3.637287,8.132079,8.594804,7.090536999999999,7.264851,7.959532000000001,10.587216999999999
5204,MSTRG.14681,11.706433,15.787129,14.421560000000001,14.567096,11.253339,13.353767000000001,3.550593,6.611692,3.442215,0.9586629999999999,0.8250649999999999,1.020571,0.904768,0.6162880000000001,1.114755
5205,MSTRG.14682,39.991797999999996,54.501183,40.080478,43.363747,30.867858000000002,34.691556,8.882242999999997,16.377169000000002,8.058414999999998,8.531685,8.154297,8.230102,7.281104,5.534808,9.034195
5206,MSTRG.14683,21.107904,22.531119,24.514357999999998,25.876093,19.579101,20.56317,11.899842,19.862509,10.932787,4.594059,5.291689000000001,3.577285,6.565150999999999,6.738315,6.168683
5207,MSTRG.14684,8.630061,8.465457,6.679562,9.20065,10.179938,11.138139,2.088777,3.8686730000000003,2.474859,7.352144,6.951720999999999,6.989198999999999,3.018306,2.447146,4.245895
5208,MSTRG.14685,16.192669,25.343649,18.212215,19.277151,21.783892,25.314896,7.187486,14.767407999999998,7.388289,10.475936,10.171897999999999,8.493145,51.035044,32.978315,53.824151
5209,MSTRG.14686,48.881710999999996,67.748182,60.190792,60.078497,75.599941,76.564686,41.965434,53.528854,37.739153,37.43162,32.808864,32.614584,69.513404,79.849594,102.080465
5210,MSTRG.14687,8.232928,10.896666,12.591329,12.49376,9.763319000000001,11.159983,3.2370080000000003,3.597196,2.025246,3.199112,2.811195,2.2260590000000002,5.718364,6.256139,7.703384
5212,MSTRG.14689,9.679678,8.750892,14.651492999999999,15.330509,29.655078999999997,30.026931,20.865333,44.045496,15.168535999999998,0.0,0.0,0.017855000000000003,0.23783200000000002,0.094316,0.165677
5217,MSTRG.14693,1.417618,2.0029169999999996,1.877888,2.0853770000000003,1.178485,1.451611,0.841785,1.159614,0.7914399999999999,0.170439,0.08720499999999999,0.198284,2.313366,2.356098,2.506377
5218,MSTRG.14694,5.648931,7.689412,5.41706,6.142682,4.271711,5.410541,1.3590369999999998,2.538453,1.267306,2.914204,3.5747289999999996,2.910594,1.8795749999999998,1.34666,2.4138200000000003
5219,MSTRG.14695,8.180208,11.058766,9.981815,10.504413000000001,6.5611630000000005,7.858667,2.25834,4.150487,2.06568,2.9131560000000003,2.83427,2.304549,4.740088,4.193527,6.44297
5225,MSTRG.1470,0.032069,0.019882,0.036729000000000005,0.046011,0.037329,0.020985,0.040393,0.067092,0.037307,0.0,0.0,0.0,4.109092,3.0335610000000006,6.327026
5229,MSTRG.14703,4.497215,5.4565589999999995,3.8291410000000003,4.72104,6.03064,6.5791,1.461299,9.799902000000001,1.609754,3.587019,2.7974680000000003,2.305231,2.234729,1.617073,3.146272
5231,MSTRG.14705,15.063832999999999,18.763939,17.270898000000003,18.223157999999998,13.090671,16.932702,4.746294,7.397672000000001,3.8563629999999995,6.278499999999999,5.988862,4.917892,10.890777,6.3737379999999995,14.455654
5232,MSTRG.14706,1.78417,2.685453,2.0643689999999997,3.0845540000000002,2.120967,2.501379,0.590933,0.5882029999999999,0.400258,0.6250669999999999,0.822939,0.8127640000000002,3.0018779999999996,2.912203,2.9284299999999996
5233,MSTRG.14707,99.962661,107.66943500000001,96.390512,103.464574,68.103127,74.813405,30.111955,54.439933999999994,23.765715,32.811272,34.05235999999999,30.224556,19.374537,19.224446,30.107594
5234,MSTRG.14708,1.6558959999999998,1.079466,1.291304,1.5210549999999998,1.939671,1.8518560000000002,0.932829,0.8671459999999999,0.584026,0.220552,0.224302,0.20675,0.570145,0.309251,0.333712
5235,MSTRG.14709,14.391812,14.78619,17.961393,21.49588,20.029766,19.358126000000002,27.77322,73.92441600000002,26.81254,9.404929,10.344011,10.430176,2.343657,1.833002,2.62835
5237,MSTRG.14710,20.07638,31.813707,29.340531,28.609231,30.372925,32.204629,9.958517,19.606222,9.128002,7.774659,7.314239,8.123747,21.976568,14.881558,24.78806
5238,MSTRG.14711,31.295103000000005,35.701737,35.284112,37.566642,24.072132999999997,25.126292000000003,4.3041220000000004,8.591057000000001,3.590518,8.771693,7.525561,7.110628999999999,10.369864,8.792907,11.971971
5241,MSTRG.14714,3.850378,5.444183,2.695362,4.248404,3.91434,5.46282,0.7593989999999999,0.8993620000000001,0.77132,40.349816,44.933611,39.14626,31.648806,27.429616,36.481867
5243,MSTRG.14716,28.176291,31.1984,32.880989,35.124321,22.164917000000003,22.489729,10.591571,16.730824,10.443557,9.382306,9.773847,8.077243,11.571655999999999,9.595791,15.40613
5244,MSTRG.14717,1273.0389599999999,1444.612349,1139.938867,1174.700566,1059.5701869999998,1016.1722900000001,763.1401370000002,786.7906899999998,481.38047799999987,372.52615899999995,343.81533199999996,363.19611000000003,221.55607999999995,280.54252800000006,300.435181
5245,MSTRG.14718,27.902298,32.978775,28.171391999999997,26.433264,26.708696000000003,27.852549,7.491503999999999,7.633253,5.893884,22.130842,20.560516,17.622059,14.578465,14.035797,22.072794000000002
5246,MSTRG.14719,46.857932,68.53974699999999,29.786710999999997,31.079515999999998,20.611075,25.81919,4.470659,11.285386,4.749097,0.082401,0.029629000000000003,0.036407999999999996,29.431964,27.492176,49.738445
5248,MSTRG.14720,0.491737,0.35531599999999997,0.343564,0.261836,1.516326,1.948205,0.742777,1.95781,0.452769,0.0,0.0,0.0,8.722797,10.048763000000001,12.810331
5250,MSTRG.14722,2.4853259999999997,1.983177,1.431681,1.367003,0.823859,1.117999,0.496835,0.5165420000000001,0.400709,4.1567110000000005,4.345875,3.629369,0.972361,1.402003,1.392924
5251,MSTRG.14723,26.370977000000003,31.003605,25.435747,27.386309999999998,26.268675,27.216732,16.020032,23.101360999999997,11.916711,202.05519099999998,188.45018299999998,166.65092800000002,20.87353,27.646613000000002,29.730438
5252,MSTRG.14724,12.793585,11.703702999999999,13.778355,14.537803,9.588934,10.755059,1.190482,1.252972,1.07292,8.633971,9.97756,9.643469,5.787083999999999,8.229827,7.423253
5253,MSTRG.14725,2.951386,4.965538,2.488687,2.502084,1.488825,1.680119,0.714213,1.5051290000000002,0.6024189999999999,0.0,0.019771,0.0,9.685241,6.177218,14.311439
5254,MSTRG.14726,0.204557,0.0,0.0,0.126402,0.0,0.0,0.0,0.054717,0.138133,0.0,0.0,0.0,2.370127,2.687792,1.554492
5256,MSTRG.14728,24.996743,28.716201,24.217928,25.983401999999998,31.756043,32.860026,10.223129,13.24027,8.813352,9.550234999999999,10.709193999999998,9.599136,12.586944000000003,13.585065,18.724895
5257,MSTRG.14729,183.82077900000002,191.837174,205.12094,210.065315,196.648931,171.968969,164.165993,180.12463,139.20187,65.079983,56.41190400000001,49.917792,170.417357,155.94756900000002,279.3054670000001
5258,MSTRG.1473,2.5472330000000003,3.288847,2.423332,3.3013190000000003,3.273275,3.191922,0.7237600000000001,0.8687520000000001,0.701781,0.720544,0.798121,0.450695,6.299148000000001,7.3349720000000005,7.987927
5259,MSTRG.14730,21.282389000000002,24.737381,28.478597999999998,31.431010999999998,30.004663,33.836259000000005,70.59674700000002,281.599135,57.787716,7.035950000000001,8.325265,8.027007,3.6041790000000002,1.7893799999999997,2.225032
5260,MSTRG.14731,28.438412,35.330740000000006,31.607037,32.189516,18.11413,21.015624,5.3992700000000005,9.627045,4.211123000000001,2.548068,3.88249,1.8381740000000002,2.105706,2.020613,1.958313
5262,MSTRG.14733,24.425982,26.147617,27.402753999999998,29.862831,22.55689,26.493085999999998,11.51136,15.263388,8.797018,11.131496,10.975221000000001,9.997666,20.693893,25.721367,27.955233000000003
5263,MSTRG.14734,15.40908,17.500420000000002,16.56885,17.999686999999998,9.935336,10.465067,4.265585,7.1871,4.964869,4.762029,4.520121,4.627223000000001,7.655295,8.361267,11.212817999999999
5264,MSTRG.14735,90.789074,93.03245600000001,101.216285,100.088236,63.166897999999996,57.310998,53.471201,63.722488,42.73958,32.084175,27.392577000000003,24.254987000000003,32.057636,35.089907000000004,40.543096000000006
5265,MSTRG.14736,65.37552099999999,69.388615,68.80676700000001,53.88046800000001,52.736895,50.014323,24.225144,25.15458,17.250401999999998,18.611821000000003,13.980773000000001,15.075152000000001,27.583563,27.691944,46.591431
5266,MSTRG.14737,41.508571,48.120401,54.826064,55.425854,31.134796,36.134013,34.986121000000004,43.633264000000004,30.313111,47.685733,42.839941,33.921828000000005,17.248269999999998,26.161426000000002,26.710929999999998
5267,MSTRG.14738,30.683871000000003,39.386846999999996,27.619209,31.034852,28.945589000000002,32.049935999999995,11.624472999999998,18.79575,10.980547,13.559629000000001,11.905212,10.413756,43.66990800000001,52.839801,53.994337
5268,MSTRG.14739,6.7414,8.425572,8.356228,9.469396000000001,4.979938,6.453721,0.8029109999999999,1.724678,0.681299,3.7433120000000004,5.480325,3.918707,3.037892,4.03911,3.672945
5271,MSTRG.14741,1.99859,3.4562980000000003,1.153994,0.614654,0.9810030000000001,1.018218,0.199252,0.908794,0.962607,0.0,0.0,0.0,2.2172840000000003,6.793647999999999,5.396124
5272,MSTRG.14742,0.570013,0.730929,0.389522,0.46891000000000005,0.42853900000000006,0.43286899999999995,0.179739,0.345386,0.118732,0.0,0.0,0.0,1.6164,2.4468959999999997,2.8627279999999997
5273,MSTRG.14743,82.253653,94.005392,81.74171899999999,88.62047199999999,75.573336,76.643114,28.700642,36.79713200000001,22.708032000000006,51.356195,67.988473,46.548862,8.937815999999998,10.238875,11.409227000000001
5274,MSTRG.14744,1.986825,1.838899,1.113008,1.2451450000000002,2.630091,2.509245,1.418805,1.038466,0.909993,0.342715,0.416916,0.063137,1.2027349999999999,1.7127119999999998,1.046424
5276,MSTRG.14746,0.287708,0.38813800000000004,0.38710500000000003,0.479839,0.28525,0.466056,0.7916890000000001,0.793481,0.632886,0.040825,0.037754,0.040508999999999996,1.3848650000000002,2.512005,1.622825
5277,MSTRG.14747,9.426119,9.819442,8.221105999999999,9.726246000000002,7.2111529999999995,9.269255000000001,9.888113,7.852627999999998,11.645103,4.953097,3.860397,3.627373,15.514391000000002,22.837286999999996,31.826425
5278,MSTRG.14748,0.569339,1.114368,1.3245,0.255995,2.4462740000000003,1.096989,0.7207479999999999,2.672254,0.4175869999999999,0.47313,1.285932,1.640192,2.4172640000000003,1.477186,7.451176
5280,MSTRG.1475,19.352109,23.342852,18.797895,19.042686,18.923392,20.908938,18.473661,22.889020000000002,16.415733,6.963461000000001,7.279152000000001,6.266055,8.209658000000001,11.384724,10.626445
5281,MSTRG.14750,2.125849,2.141747,1.38296,1.045692,0.8394950000000001,1.281493,0.48409300000000005,0.7636609999999999,0.329579,0.0,0.0,0.095461,4.663572,7.170552000000001,6.146331
5282,MSTRG.14751,2.656304,3.338439,1.315963,1.831337,2.776336,2.7079470000000003,0.8476379999999999,2.8827990000000003,1.693907,3.204643,3.820359,2.929302,5.532615,6.053948,8.703016
5283,MSTRG.14752,1.553511,0.9203040000000001,1.019509,0.8433510000000001,0.996642,0.626738,2.369326,4.0489820000000005,1.608925,0.090076,0.255594,0.005118999999999999,2.332169,1.408484,3.7415580000000004
5290,MSTRG.14759,4.008728,4.6693690000000005,4.519235,4.645386,3.55358,4.314882,3.603961,3.8947629999999998,3.291706,1.461201,1.866662,1.547577,10.763508,17.393515999999998,23.895975
5291,MSTRG.1476,7.801172,9.163263,7.410471,9.006017,6.949606,5.484454,4.470214,6.091069,3.865208,5.7485219999999995,10.873432999999999,5.612982,2.0969480000000003,1.30562,3.5652899999999996
5292,MSTRG.14760,0.9274549999999999,0.937616,1.0902209999999999,1.0887850000000001,1.131257,0.889042,0.406781,0.30963,0.331897,0.42993000000000003,0.6031850000000001,0.6724060000000001,5.660833,8.390914,11.409564999999999
5293,MSTRG.14761,2.1834700000000002,2.8624110000000003,3.743936,3.414944,2.0156419999999997,3.167488,3.486806,2.922965,2.502311,0.5447960000000001,0.844943,0.666326,14.092954999999998,15.126911999999999,27.624624
5297,MSTRG.14765,6.7293009999999995,6.2396910000000005,5.760948,6.073214,4.675682,5.67863,4.00312,5.111217000000001,3.674143,0.252234,0.696361,0.433197,2.439247,3.268002,5.00979
5298,MSTRG.14766,100.01754,105.83663200000001,97.699898,102.592232,101.673691,103.02600100000001,50.384918,70.882149,42.553986,30.796221000000003,33.577457,26.437752000000003,42.94162,52.723064,70.833214
5303,MSTRG.14770,1.602268,1.7979319999999999,0.829335,1.2127620000000001,1.696812,1.5786149999999999,1.833266,4.599996,2.243932,4.723132,2.268259,0.880453,1.802907,1.458999,1.9181709999999998
5306,MSTRG.14773,9.430982,11.638866,10.136811,11.056756,10.930247999999999,11.825482000000001,9.509625,17.351023,10.435946,14.901333,17.985716,10.638762,5.655918,6.258986,7.72335
5307,MSTRG.14774,2.340868,2.238222,0.996919,1.247926,1.75302,2.37681,0.738676,1.030943,0.504988,1.155277,2.48418,2.374333,4.491829,5.869116999999999,7.810091
5308,MSTRG.14775,17.686109,22.266033,20.419574,23.015818,21.671166,23.842433,4.508026999999999,14.800866000000001,5.0713740000000005,5.9043779999999995,7.59758,4.592871,16.402383999999998,14.679925999999998,27.212899
5309,MSTRG.14776,3.429756,4.362977,4.866937,3.308547,2.207648,3.312132,0.090099,0.748499,0.085096,0.812074,0.194198,0.794614,0.988825,0.893553,0.30183499999999996
5311,MSTRG.14778,18.315932,25.887292000000002,20.925969,23.317084,20.150938,22.977515,30.075669,38.825404,28.927916999999997,10.179046000000001,10.244268,9.058084,15.317812,18.052419,28.315816
5313,MSTRG.1478,5.469967,7.083833,6.057899,7.199174,5.964112,5.567931,3.7291449999999995,4.256634,3.168366,13.642636000000001,15.752833,12.920155000000001,6.5739600000000005,9.40496,9.293453
5315,MSTRG.14781,0.0,0.0,0.0,0.0,0.0,0.0,0.044689,0.0,0.0,2.650154,2.45007,1.848579,1.0261339999999999,1.034353,0.49602799999999997
5316,MSTRG.14782,3.6779059999999997,4.174628,5.02939,6.1462,0.8831370000000001,0.9475530000000001,0.686082,1.354573,0.697239,0.224048,0.20207,0.0,2.7873740000000002,2.693723,3.7646910000000005
5318,MSTRG.14784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010557,0.0,6.028333,4.749748,5.292955999999999,6.113891000000001,5.039867,12.454164
5321,MSTRG.14787,1.7241240000000002,1.320327,1.207701,1.452161,1.265252,1.1547100000000001,0.578417,1.0669510000000002,0.226518,0.0,0.0,0.0,0.6692899999999999,1.346092,1.689407
5324,MSTRG.1479,56.099185999999996,55.343761,57.376278000000006,61.925968000000005,34.042233,34.876225,52.036594,85.473732,33.775585,90.23174300000001,93.37068199999999,84.06693299999999,28.891314,38.542702,52.160877
5326,MSTRG.14791,3.576235,2.5725990000000003,1.687929,1.9777369999999999,1.0941809999999998,1.2388350000000001,0.547246,0.154069,0.17163599999999998,0.0,0.0,0.0,1.324015,6.642025,3.81079
5327,MSTRG.14792,0.704454,0.348677,0.339508,0.20787399999999998,0.28378400000000004,0.207552,0.07123,0.163734,0.093066,0.058747,0.499174,0.0,4.853117,7.594161,7.323888999999999
5328,MSTRG.14793,0.7587229999999999,0.821019,0.26342,0.44034799999999996,0.619971,0.76436,0.182018,0.300586,0.095665,0.047754000000000005,0.100187,0.094126,2.009394,3.7400849999999997,3.481427
5329,MSTRG.14794,1.8635810000000002,2.08394,1.1533280000000001,1.60661,1.989909,2.016728,2.262956,5.194928,2.620006,4.256162000000001,2.2009279999999998,1.007287,2.20289,1.6791509999999998,2.276262
5332,MSTRG.14797,1.355229,1.231187,1.143953,1.099507,0.8404879999999999,0.6446609999999999,0.7972090000000001,2.766807,0.77793,0.0,0.0,0.0,1.6982380000000001,2.064641,3.6409849999999997
5333,MSTRG.14798,24.529794,26.370864,21.982146,26.158503,31.58772,30.848606,24.788248,30.167537,23.152728,29.880467000000003,35.589687999999995,30.802169999999997,22.992598,29.306545,43.047727
5336,MSTRG.1480,11.794156,10.783625,12.446161,12.515732,9.085286,8.684072,16.661773999999998,15.112901999999998,12.523553,11.97681,9.270595,10.580033,11.022401,15.410135,20.771221
5345,MSTRG.14808,0.626605,0.6169180000000001,1.056162,0.8458899999999999,0.062091999999999994,0.197455,0.220318,0.269333,0.081036,0.0,0.0,0.0,1.497976,1.114841,1.299048
5348,MSTRG.14810,0.660299,0.644928,0.46537399999999995,0.475328,0.482264,0.43173,0.317214,0.783126,0.15356599999999998,0.0,0.022494,0.015813999999999998,1.364757,1.2645330000000001,2.1751739999999997
5349,MSTRG.14811,2.7347669999999997,2.478538,1.753377,1.374892,2.004034,2.11344,0.412473,1.750117,0.412167,0.050647000000000005,0.058356,0.018444,5.668486,9.07577,6.951258
5355,MSTRG.14817,14.170248,15.088470999999998,12.968525,13.581613,16.988806,19.368002,5.8624610000000015,5.488498,4.329141,2.260514,3.7822020000000003,3.564061,7.734677,14.25066,11.057524
5358,MSTRG.1482,2.83334,2.86939,2.564921,3.670397,3.2757240000000003,3.07356,1.89401,1.189015,1.61048,3.338106,4.149627,2.976913,2.243223,3.207255,2.577353
5359,MSTRG.14820,0.926216,0.881415,0.5735520000000001,0.476416,0.627034,0.9108459999999999,0.43537,0.844139,0.34905,0.0,0.0,0.0,1.11523,2.369001,1.4895999999999998
5361,MSTRG.14822,2.522368,2.702907,2.085691,1.571796,2.7063599999999997,3.4941809999999998,178.841644,3.038305,100.678368,0.900065,0.407202,2.544756,44.899002,110.76276399999999,36.950638
5363,MSTRG.14824,2.380116,2.680001,2.435825,2.481806,2.221505,2.051662,2.635791,1.630467,1.6570939999999998,1.103357,1.13657,0.959621,1.102752,1.202726,1.565915
